id,host_id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,name_Luxury hostel with in-cabin locker - Single mixed,name_Inviting & Cozy 1BR APT 3 mins from Tg Pagar MRT,name_Studio Apartment - Oakwood Premier,name_Superhost 1BR APT in the heart of Tg Pagar,name_City-located 1BR loft apartment *BRAND NEW*,host_name_Jay,host_name_Alvin,host_name_Richards,host_name_Aaron,host_name_Kaurus,neighbourhood_Bukit Timah,neighbourhood_Bukit Merah,neighbourhood_Newton,neighbourhood_Geylang,neighbourhood_River Valley,neighbourhood_Rochor,neighbourhood_Queenstown,neighbourhood_Marine Parade,neighbourhood_Toa Payoh,neighbourhood_Outram,neighbourhood_Tanglin,neighbourhood_Kallang,neighbourhood_Novena,neighbourhood_Downtown Core,neighbourhood_Singapore River,neighbourhood_Orchard,neighbourhood_Museum,neighbourhood_Bishan,neighbourhood_Southern Islands,room_type_Private room,room_type_Entire home/apt,room_type_Shared room,price
-1.9043845979405707,-1.5136992127847482,-0.6392703167680901,-0.6166284684631191,2.00585972874787,1.2453439134663482,-0.5665835504538322,-1.4111403151466966,0.9887773612121943,-2.2754480785528655,0.5930436481069764,-1.1653695161184099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56
-1.9043845979405707,-1.4431366146322488,1.7036683873199934,-2.267162564786393,-0.3565830548465369,0.9512048873363839,-1.411546007628454,-1.4111403151466966,0.9887773612121943,-0.9465331997487734,-2.8678208620876084,-1.1653695161184099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276
-1.9043845979405707,-1.4298118962246615,-0.17141742342691946,0.043743153707459174,2.00585972874787,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167
-1.9043845979405707,-1.572246904049183,0.38400479419144784,-2.0815317858268862,2.00585972874787,1.5394829395963128,-0.6578364953086352,-1.4111403151466966,-0.8929532615835852,-2.2754480785528655,0.5930436481069764,-0.47268755606190904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100
-1.9043845979405707,-1.4043023878060212,0.31358191103145666,-2.16605303411898,-0.6518884027958378,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,-1.4305905823823795,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208
-1.9043845979405707,-1.5454997531865897,-0.007301487019284659,1.9087400435942006,-0.6518884027958378,1.5394829395963128,0.4256671031279908,-0.45881916813306284,-0.35531594078479106,0.3823816790553187,0.09863443236489283,1.4668219320962932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165
-1.9043845979405707,-1.3831287571505946,2.2988948432461846,-0.07040002739718422,2.00585972874787,1.5394829395963128,0.044086675300596546,-1.4111403151466966,-0.35531594078479106,0.3823816790553187,0.5930436481069764,0.7741399720397925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51
-1.9043845979405707,-1.481592685242335,-1.2700144007228007,-0.3595100916493103,2.00585972874787,0.06878780894649045,-1.9741088906492261,1.1283827435563265,0.9887773612121943,0.3823816790553187,0.5930436481069764,-0.6112239480732092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,44
-1.9043845979405707,-1.378031192583424,-1.2534803325026291,-2.5823399299135406,-0.6518884027958378,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
-1.9043845979405707,-1.5582995427232174,-0.9062648998790119,-1.7276484284912204,2.00585972874787,0.9512048873363839,-1.2369405554718518,0.49350197888057085,0.9887773612121943,0.3823816790553187,0.5930436481069764,0.08145801198329158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40
-1.9043845979405707,-1.5454997531865897,0.08577919333131154,2.0920010679290626,-0.6518884027958378,1.5394829395963128,-0.2933636830690522,-0.45881916813306284,0.18232138001400308,-0.9465331997487734,-2.373411646345525,-0.8882967320958095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300
-1.9043845979405707,-1.5454997531865897,0.0018841064363586783,1.9213787349276974,-0.6518884027958378,1.5394829395963128,0.4405308819204761,-0.45881916813306284,-0.35531594078479106,0.3823816790553187,-0.8901839991192743,1.6053583241075935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150
-1.9043845979405707,-1.387455021010017,-0.3367581056286491,-0.9144276330069191,2.00585972874787,0.9512048873363839,-1.5043063187854977,-0.7762595504709408,0.9887773612121943,-0.9465331997487734,-2.373411646345525,-0.47268755606190904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,200
-1.9043845979405707,-1.36566383044278,-1.6582588174483235,-1.083075170487373,-0.6518884027958378,0.06878780894649045,-1.8071828558215983,-1.4111403151466966,-0.086497280385394,0.3823816790553187,-2.8678208620876084,1.328285540084993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150
-1.9043845979405707,-1.3504142123871443,0.5928239520832452,0.24003782847955127,2.00585972874787,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100
-1.9043845979405707,-1.481592685242335,-1.2847113502518437,-0.33146799525337733,2.00585972874787,0.06878780894649045,-1.8615924479249244,1.1283827435563265,-1.4305905823823795,-0.9465331997487734,-1.8790024306034414,-0.8882967320958095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,65
-1.9043845979405707,-1.3478719487121156,0.5664919175103829,-0.4116446933993533,-0.3565830548465369,0.9512048873363839,-1.1546926576815264,-1.4111403151466966,-0.6241346011841882,-3.6043629573569573,0.09863443236489283,-1.4424423001410103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,243
-1.9043845979405707,-1.481592685242335,0.6957025987865458,1.205712838173281,0.8246383369506666,0.6570658612064194,-1.322493725213581,1.1283827435563265,0.9887773612121943,0.3823816790553187,0.09863443236489283,0.6356035800284923,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35
-1.9043845979405707,-1.387455021010017,-1.7513394977989196,-0.24852658337790082,2.00585972874787,0.6570658612064194,-1.6508974646954802,-0.7762595504709408,0.9887773612121943,-0.9465331997487734,-2.373411646345525,-0.7497603400845094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,219
-1.9043845979405707,-1.481592685242335,-1.1622367708431616,-0.36108992806592727,2.00585972874787,0.6570658612064194,-1.2792922034819736,1.1283827435563265,0.9887773612121943,-2.2754480785528655,0.5930436481069764,-0.7497603400845094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60
-1.9043845979405707,-1.3472202214759037,1.8034851695380705,-0.7319565268806463,-0.6518884027958378,1.5394829395963128,1.7286379595202903,-1.0936999328088186,-1.4305905823823795,0.3823816790553187,0.5930436481069764,1.0512127560623927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,69
-1.9043845979405707,-1.3033733230524631,-0.6368208251799141,-0.5080147148169157,-0.6518884027958378,1.5394829395963128,1.4416702592416784,-1.4111403151466966,0.18232138001400308,0.3823816790553187,0.5930436481069764,0.9126763640510925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140
-1.9043845979405707,-1.481592685242335,0.4568771689396151,0.3249540358759393,0.8246383369506666,0.06878780894649045,-1.8071828558215983,1.1283827435563265,0.9887773612121943,-3.6043629573569573,-2.373411646345525,0.9126763640510925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49
-1.9043845979405707,-1.267882203578106,-0.459845057934365,0.8526193990462042,2.00585972874787,0.9512048873363839,-1.1954150107604034,-1.4111403151466966,-1.4305905823823795,-4.933277836161049,-2.8678208620876084,0.7741399720397925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,81
-1.9043845979405707,-1.2667824737447084,-1.0293518521847413,-0.26827453858589323,2.00585972874787,1.5394829395963128,-0.45189499138191536,-1.0936999328088186,-0.6241346011841882,-0.9465331997487734,0.09863443236489283,-0.19561477203930874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,231
-1.9043845979405707,-1.5690814001303124,-0.30491471498238715,1.405167185778607,-0.06127770689723606,1.5394829395963128,-0.47985457333198617,-1.4111403151466966,0.45114004041340017,0.3823816790553187,0.5930436481069764,-1.7195150841636107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190
-1.9043845979405707,-1.2610260665909852,0.7985812454898328,-0.9823605989242541,-0.06127770689723606,1.5394829395963128,0.044086675300596546,0.17606159654269296,0.9887773612121943,0.3823816790553187,-0.39577478337719074,-1.5809786921523103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,319
-1.9043845979405707,-1.2610260665909852,0.6822303950515841,-0.9910496992159279,-0.06127770689723606,1.5394829395963128,-0.3973347431654155,0.17606159654269296,-1.4305905823823795,0.3823816790553187,-0.8901839991192743,-1.9965878681862108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,149
-1.9043845979405707,-1.2610260665909852,0.6846798866397602,-0.9555033798406435,-0.06127770689723606,1.5394829395963128,-0.4243919188584504,0.17606159654269296,0.9887773612121943,0.3823816790553187,0.09863443236489283,0.7741399720397925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,240
-1.9043845979405707,-1.4076207004282488,0.3742068278387571,2.0529001166162497,-0.3565830548465369,0.9512048873363839,-1.3665697898590219,-1.0936999328088186,-1.4305905823823795,0.3823816790553187,-0.39577478337719074,0.9126763640510925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137
-1.9043845979405707,-1.481592685242335,-1.165911008225419,-0.30658557169067824,2.00585972874787,0.3629268350764549,-1.5043063187854977,1.1283827435563265,0.7199587008127972,-3.6043629573569573,1.5818620795911436,0.35853079600589194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58
-1.9043845979405707,-1.481592685242335,0.5046422549090013,0.19224777687506459,0.8246383369506666,-0.5194902433134385,-1.9172212727756335,1.1283827435563265,0.9887773612121943,-3.6043629573569573,1.5818620795911436,0.9126763640510925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56
-1.9043845979405707,-1.481592685242335,-1.213676094194805,-0.30145110333653286,2.00585972874787,0.06878780894649045,-1.552146752210354,1.1283827435563265,0.9887773612121943,-2.2754480785528655,2.570680511075311,-1.8580514761749107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,65
-1.9043845979405707,-1.2466651388289824,-0.7274520139423342,-3.2336274926881505,-0.3565830548465369,0.6570658612064194,-1.552146752210354,-0.14137878579518495,-1.4305905823823795,-0.9465331997487734,-1.3845932148613578,-1.9965878681862108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60
-1.9043845979405707,-1.2466651388289824,-0.7201035391778196,-3.242711552084119,-0.3565830548465369,0.9512048873363839,-0.8553344276562547,-0.14137878579518495,0.9887773612121943,-0.9465331997487734,2.570680511075311,-1.9965878681862108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
-1.9043845979405707,-1.2415142822922816,0.6871293782279363,1.5102263074878433,2.00585972874787,1.5394829395963128,0.7813157048566561,-0.14137878579518495,0.9887773612121943,0.3823816790553187,-0.8901839991192743,-0.6112239480732092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129
-1.9043845979405707,-1.481592685242335,-1.1983667717687283,-0.3117200400448236,2.00585972874787,0.06878780894649045,-1.8615924479249244,1.1283827435563265,0.9887773612121943,-3.6043629573569573,1.5818620795911436,-0.19561477203930874,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60
-1.9043845979405707,-1.3765533160678405,1.6295712667777449,-0.348846195836725,2.00585972874787,1.5394829395963128,-0.45189499138191536,-1.4111403151466966,-0.8929532615835852,0.3823816790553187,0.09863443236489283,1.7438947161188936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,44
-1.9043845979405707,-1.2073099680391797,0.23213631572467988,-1.226840284404566,-0.3565830548465369,1.5394829395963128,0.3642933743802422,-1.4111403151466966,-0.8929532615835852,0.3823816790553187,0.5930436481069764,-0.47268755606190904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,104
-1.9043845979405707,-1.481592685242335,0.23581055310693722,0.4774082500853677,0.8246383369506666,0.6570658612064194,-1.411546007628454,1.1283827435563265,0.9887773612121943,-3.6043629573569573,2.570680511075311,1.4668219320962932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40
-1.9043845979405707,-1.2011110753015235,0.2786766558999848,0.2969119394800063,-0.3565830548465369,1.2453439134663482,-0.21959232743867463,-1.4111403151466966,-1.1617719219829823,0.3823816790553187,0.5930436481069764,1.1897491480736928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,76
-1.9043845979405707,-1.1949255325591661,1.2064215949207504,-0.05657645875136501,2.00585972874787,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31
-1.9043845979405707,-1.1897462932255256,0.44646682968987694,0.8861909229005771,0.5293329890013656,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,131
-1.9043845979405707,-1.1853229902246762,-0.029346911312855863,-0.6944354119844504,-0.6518884027958378,0.9512048873363839,-1.1546926576815264,0.49350197888057085,0.9887773612121943,0.3823816790553187,0.09863443236489283,2.1595038921527943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,300
-1.9043845979405707,-1.1833577203124641,-1.2063276194302905,-0.9314108744859723,2.00585972874787,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60
-1.9043845979405707,-1.481592685242335,-1.2620535530612387,-0.31369483556573513,2.00585972874787,0.06878780894649045,-1.2369405554718518,1.1283827435563265,0.9887773612121943,0.3823816790553187,-1.8790024306034414,-1.8580514761749107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,67
-1.9043845979405707,-1.5454997531865897,0.015968683068354195,2.001950392178529,-0.6518884027958378,1.2453439134663482,-0.47985457333198617,-0.45881916813306284,0.18232138001400308,0.3823816790553187,0.5930436481069764,-1.8580514761749107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165
-1.9043845979405707,-1.1774607421091037,2.1604985685143787,-1.1126971032999227,-0.6518884027958378,1.5394829395963128,0.7704831001595782,-1.0936999328088186,0.9887773612121943,0.3823816790553187,0.5930436481069764,0.6356035800284923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,89
-1.9043845979405707,-1.1762258362162858,-0.05935318326797556,0.2672900066674564,-0.6518884027958378,0.06878780894649045,-1.6508974646954802,-0.45881916813306284,0.18232138001400308,-0.9465331997487734,-2.8678208620876084,-1.8580514761749107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90
-1.9043845979405707,-1.1758764880628332,1.2247927818320508,-0.0992320420017063,-0.6518884027958378,-0.5194902433134385,0.6552552414516009,-1.0936999328088186,-1.4305905823823795,0.3823816790553187,0.5930436481069764,-1.8580514761749107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,131
-1.9043845979405707,-1.1723019140678927,-1.2026533820480332,-0.3172494675032636,-0.6518884027958378,1.5394829395963128,1.378181860527092,-0.45881916813306284,0.7199587008127972,0.3823816790553187,0.5930436481069764,-0.6112239480732092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50
-1.9043845979405707,-1.1723019140678927,-1.1897935512101188,-0.2619551929194255,-0.6518884027958378,0.06878780894649045,-1.8615924479249244,-0.45881916813306284,0.45114004041340017,-0.9465331997487734,-1.8790024306034414,-0.6112239480732092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,300
-1.9043845979405707,-1.1723019140678927,-1.1769337203722046,-0.314484753773763,-0.6518884027958378,1.5394829395963128,0.8930915615845106,-0.45881916813306284,0.7199587008127972,0.3823816790553187,0.5930436481069764,0.7741399720397925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50
-1.9043845979405707,-1.1698774719762972,-1.1224325325353377,-0.36543447821148356,2.00585972874787,-1.1077682955733674,-0.017515052888110002,1.1283827435563265,0.9887773612121943,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58
-1.9043845979405707,-1.166330198041279,-0.3257353934818635,-0.14820697091851537,0.5293329890013656,0.9512048873363839,-1.1954150107604034,-1.4111403151466966,0.7199587008127972,-0.9465331997487734,2.570680511075311,-1.0268331241071098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,194
-1.9043845979405707,-1.481592685242335,-1.1818327035485567,-0.3579302552326934,0.8246383369506666,0.06878780894649045,-1.6508974646954802,1.1283827435563265,0.9887773612121943,0.3823816790553187,-0.8901839991192743,2.1595038921527943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,56
-1.9043845979405707,-1.0867252015373623,0.14517936434451711,-0.44600613546231527,-0.6518884027958378,0.9512048873363839,-0.47985457333198617,0.17606159654269296,0.9887773612121943,0.3823816790553187,0.09863443236489283,2.1595038921527943,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85
-1.9043845979405707,-1.1530174296937559,0.1715113989173795,-2.0064895560344946,2.00585972874787,-1.1077682955733674,-0.017515052888110002,-1.4111403151466966,-0.8929532615835852,0.3823816790553187,0.09863443236489283,-0.05707838002800857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40
-1.9043845979405707,-1.1516919828612393,0.9308537912512193,0.24398741952137426,2.00585972874787,-0.5194902433134385,-1.9741088906492261,-1.4111403151466966,0.9887773612121943,-6.262192714965142,0.09863443236489283,0.21999440399459175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33
-1.9043845979405707,-1.1515323986663253,0.6405890380526315,1.3798898031121747,-0.6518884027958378,1.2453439134663482,-0.8209341616547663,-1.4111403151466966,0.9887773612121943,0.3823816790553187,0.09863443236489283,0.9126763640510925,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169
-1.9043845979405707,-1.2610260665909852,0.8285875174449661,-1.0076379815906864,-0.06127770689723606,1.2453439134663482,-0.596482120477377,0.17606159654269296,0.9887773612121943,0.3823816790553187,0.5930436481069764,-1.4424423001410103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,160
-1.9043845979405707,-1.5706932009418033,-1.3465610128532255,-0.503275205567065,-0.3565830548465369,0.6570658612064194,-1.601000121472947,-1.4111403151466966,-1.1617719219829823,-2.2754480785528655,1.5818620795911436,0.6356035800284923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50
